,Number of new latrines to build,Number of latrines to maintain,Number of new wells to drill,Number of wells to repair,Availability HWT,HW stations to build,percentage of infants to vaccinate,Access to tmt,percent adults given MDA,percent youth given Albendazole,Mortality,Morbidity,Timeliness,CapEx,OpEx,seed_number
1210,3279,2249,4,39,4,4638,0,17,18,44,305994.075,114928.975,-0.34813985228538513,760482496512.0,400290545664.0,2
1211,1737,3694,41,33,3,2014,7,47,43,15,261259.6,118015.825,-0.5532100796699524,585767714816.0,494449197056.0,2
1212,8403,3326,34,182,56,7041,87,7,68,77,176690.0625,59467.25,-0.6895236968994141,1893729828864.0,2719145000960.0,2
1213,735,3743,31,44,3,5894,29,0,11,48,292995.1,117259.9625,-0.5393301248550415,501681979392.0,495869624320.0,2
1214,7229,3142,26,1129,13,1325,83,99,82,88,115352.4875,60606.56875,-0.678950309753418,1439880445952.0,2426006405120.0,2
1215,3807,3838,29,52,0,1733,3,12,43,39,323767.675,95103.96875,-0.5497809648513794,874422468608.0,293733597184.0,2
1216,2865,3231,38,601,15,1121,68,25,32,95,205718.3375,82755.9375,-0.6547243595123291,734193254400.0,1756367159296.0,2
1217,6619,2550,289,346,37,6433,100,98,15,36,102492.85625,76169.79375,-0.6850244998931885,2866591563776.0,2519240802304.0,2
1218,7439,2193,1002,49,2,2594,88,88,39,81,125560.6,71635.58125,-0.5136106014251709,6519850532864.0,1111384260608.0,2
1219,5043,2249,100,57,3,4510,7,41,20,52,256770.05,93814.5375,-0.39359575510025024,1554410110976.0,507458224128.0,2
1220,3483,3686,869,32,2,5017,46,4,47,51,249897.5,86271.4875,-0.6227532625198364,5238620684288.0,584380317696.0,2
1221,8157,2432,91,416,1,6943,3,13,4,95,286466.8,69781.89375,-0.48208585381507874,2139171061760.0,683652612096.0,2
1222,7936,3201,1058,49,1,2023,56,100,59,7,146197.5875,79592.16875,-0.6364105939865112,6872257527808.0,853679144960.0,2
1223,7784,3313,472,106,5,6973,23,63,35,99,202931.8375,62990.61875,-0.5873755216598511,4026054213632.0,827766210560.0,2
1224,7310,2957,1571,222,2,1222,91,49,67,95,146821.025,60073.8625,-0.6914283037185669,9360622223360.0,1201370169344.0,2
1225,2007,2407,21,25,2,542,60,56,51,48,219219.65,134223.825,-0.433758944272995,476670787584.0,897597571072.0,2
1226,1656,3716,82,40,1,1808,27,96,8,25,195489.775,121050.125,-0.5855435729026794,774072369152.0,770029125632.0,2
1227,6932,3174,5,881,78,1337,85,28,92,82,167256.5,61514.68125,-0.6822755336761475,1281096286208.0,4096623378432.0,2
1228,6923,3827,290,928,46,7711,100,7,67,20,165148.55,72535.9375,-0.7102025747299194,2971253342208.0,3056558145536.0,2
1229,3888,2297,5,36,5,2789,3,16,20,35,298974.65,111863.175,-0.3571273982524872,804165713920.0,432026288128.0,2
1230,3843,2910,1597,36,0,7717,38,42,92,95,234248.7,71230.95,-0.6129619479179382,9127145242624.0,701760929792.0,2
1231,1551,3432,482,15,3,3793,54,97,59,48,156965.375,101036.03125,-0.6338452696800232,2876207005696.0,992768163840.0,2
1232,6367,2426,474,23,10,1326,91,95,59,79,113884.425,68702.5,-0.6025311946868896,3583619629056.0,1397163950080.0,2
1233,7176,2553,175,425,38,7935,99,93,14,80,104813.55,65185.73125,-0.6861271262168884,2434666594304.0,2646567026688.0,2
1234,7212,3654,39,14,2,5656,42,28,68,35,221231.25,73865.875,-0.6104506850242615,1661475880960.0,597939912704.0,2
1235,6736,3962,33,1966,65,1889,88,99,8,77,111328.1625,68259.875,-0.6869298815727234,1410473656320.0,4798929698816.0,2
1236,7852,3190,1443,232,60,6905,90,20,75,96,164067.075,55948.85625,-0.6943984031677246,9006931247104.0,2969428295680.0,2
1237,7858,3203,1631,110,4,1026,36,19,91,98,229793.825,60119.14375,-0.6039028167724609,9756067495936.0,774705774592.0,2
1238,2366,3976,286,64,1,3066,17,26,85,41,278041.55,94243.275,-0.5760452747344971,1988040982528.0,498569510912.0,2
1239,6867,3593,913,25,3,7105,60,34,19,34,191812.8875,76685.76875,-0.6454887390136719,6129157406720.0,732767715328.0,2
1240,6832,2969,98,1185,58,221,100,95,42,51,105035.8875,73606.55625,-0.7042413949966431,1699136536576.0,3946893803520.0,2
1241,570,3681,6,1968,62,528,76,36,90,88,202662.9,96688.7875,-0.5683937072753906,149207040000.0,4594328403968.0,2
1242,174,3854,35,16,4,1593,28,11,36,33,300165.125,141450.7875,-0.39004215598106384,267602526208.0,538934509568.0,2
1243,898,3591,10,824,3,1566,32,35,61,72,248376.7,101067.575,-0.5487161874771118,264651571200.0,1377659256832.0,2
1244,7884,2950,417,73,3,6918,97,3,53,96,167982.75,57209.3125,-0.7054978609085083,3759855370240.0,999101169664.0,2
1245,2030,3357,222,47,0,2031,6,19,43,24,323018.15,113482.175,-0.5576322078704834,1564113502208.0,322723479552.0,2
1246,1320,3743,30,19,3,4857,2,7,11,48,312616.675,111353.7375,-0.546671450138092,560568991744.0,331410210816.0,2
1247,7165,3123,304,1622,76,6924,99,45,75,26,139528.175,70797.63125,-0.7087865471839905,3056350265344.0,4725608022016.0,2
1248,6477,3199,1922,78,3,5949,40,24,95,19,224270.05,76573.95625,-0.6148674488067627,11185178017792.0,653866434560.0,2
1249,6451,2948,464,1609,51,6923,98,2,53,97,170320.225,59642.36875,-0.7071651220321655,3751220609024.0,3868019130368.0,2
1250,4666,3481,25,1936,61,5590,51,31,74,92,207576.2875,66685.4375,-0.6319128274917603,1144180441088.0,4296729690112.0,2
1251,7311,2181,1130,64,1,7937,2,28,62,44,277730.1,83605.71875,-0.3853924572467804,7347840221184.0,386688122880.0,2
1252,7170,3121,321,86,24,6913,96,44,75,27,143471.7,70785.525,-0.704014241695404,3143859699712.0,1713509236736.0,2
1253,1017,3137,9,576,3,1006,60,29,16,56,232229.0,123987.6,-0.5030680298805237,259818274816.0,1275136311296.0,2
1254,3523,2663,21,1024,8,1562,88,31,50,91,174553.4375,77573.6,-0.6777552366256714,777785638912.0,2032928030720.0,2
1255,6317,3939,1954,48,4,7393,4,28,72,17,262205.8,80928.775,-0.5574256181716919,11373839908864.0,447916605440.0,2
1256,706,3477,20,801,0,1306,36,63,68,89,239623.45,102038.1625,-0.48893848061561584,272943366144.0,1464754765824.0,2
1257,8063,2929,58,452,12,6616,88,95,35,32,114134.525,71512.2,-0.6909573078155518,1941918842880.0,1721755500544.0,2
1258,8063,3966,1106,62,1,249,6,100,60,3,193230.375,85369.25,-0.5544902682304382,7075411263488.0,581415665664.0,2
1259,6871,2198,26,33,50,2616,97,100,27,77,110774.1,76538.99375,-0.4817255437374115,1424655515648.0,2709648048128.0,2
1260,60,3049,11,39,8,1594,64,31,60,91,270597.0,153484.025,-0.08846253901720047,124913917952.0,1090151120896.0,2
1261,7375,2557,8,424,59,5089,92,98,45,46,108542.3625,69866.55625,-0.6752893924713135,1510446596096.0,3264649101312.0,2
1262,835,3604,13,167,60,3789,86,94,38,16,135567.05,121996.0625,-0.6370582580566406,350139514880.0,3136403537920.0,2
1263,7344,3057,1580,193,3,193,88,47,99,95,149444.9,58331.5625,-0.6855683922767639,9375083134976.0,1199488368640.0,2
1264,7644,3680,216,34,2,5317,29,0,75,48,260209.65,70108.55,-0.5943820476531982,2630551863296.0,475187314688.0,2
1265,6852,2327,31,43,3,5369,2,0,52,48,295854.975,80527.7,-0.4170505404472351,1547377180672.0,341875032064.0,2
1266,710,3681,6,1871,61,1026,84,36,90,95,187922.05,86679.3,-0.619904100894928,191745245184.0,4522327932928.0,2
1267,4385,3737,223,222,2,5382,93,15,53,32,179243.025,81940.6,-0.6983557939529419,2101435957248.0,1038181203968.0,2
1268,7943,3713,989,33,2,1785,59,27,51,48,200310.3375,71081.29375,-0.6404706239700317,6511514877952.0,717232537600.0,2
1269,3587,3686,106,63,1,5349,12,17,59,35,290223.8,92191.05625,-0.5681160688400269,1362276384768.0,407792975872.0,2
1270,8003,3865,1965,32,1,3841,7,92,34,48,196213.825,74678.6875,-0.5598151683807373,11594082811904.0,578872934400.0,2
1271,547,3329,9,47,4,2013,44,27,75,35,262555.85,133826.4125,-0.39902153611183167,214735978496.0,747872976896.0,2
1272,7587,3695,1319,33,1,223,33,63,18,3,205155.95,88678.0875,-0.5969105362892151,8082160615424.0,576104366080.0,2
1273,7419,3170,1,588,62,1294,82,45,44,87,157485.7875,63900.00625,-0.6769116520881653,1343824723968.0,3349870542848.0,2
1274,7042,2445,289,294,2,1758,100,98,60,32,105011.425,75693.025,-0.6385515928268433,2769682432000.0,1372496461824.0,2
1275,6692,3615,860,33,2,5365,29,15,84,48,247126.7,71430.725,-0.5962949991226196,5763859218432.0,525246431232.0,2
1276,7876,2718,1059,53,0,5144,62,3,59,0,232836.5,79051.9875,-0.650650680065155,6980787765248.0,566816866304.0,2
1277,7362,3025,11,1559,52,2337,92,28,29,85,158203.95,63540.425,-0.6942712664604187,1423150678016.0,3867378188288.0,2
1278,60,3647,4,574,15,455,60,24,35,29,262528.825,165223.075,-0.3883712589740753,47523196928.0,1640056356864.0,2
1279,1528,3881,857,80,30,7996,100,97,8,82,110639.5375,89347.5375,-0.7100523114204407,4945528487936.0,2206181359616.0,2
1280,6991,2926,29,95,51,734,100,95,37,44,105379.975,75701.425,-0.7039073705673218,1392249667584.0,2769781260288.0,2
1281,7811,2950,442,1338,5,6180,95,95,47,0,109168.85,77113.19375,-0.7020497918128967,3848225685504.0,2267749548032.0,2
1282,572,3588,17,44,61,1784,100,24,15,47,190256.0625,124144.7125,-0.5673041343688965,251694088192.0,2935933894656.0,2
1283,64,3092,15,472,8,1534,95,96,51,100,157257.6,136008.3,-0.2887277603149414,143901425664.0,1911056629760.0,2
1284,6257,2444,382,193,2,5950,27,98,35,32,173244.2125,83516.98125,-0.5227702856063843,3262114955264.0,864050610176.0,2
1285,7407,3742,160,77,0,6129,34,62,11,53,208531.975,74182.20625,-0.6058818697929382,2332196601856.0,663225761792.0,2
1286,0,3319,13,40,7,1593,70,26,60,39,261179.825,165987.8,-0.20750099420547485,124672647168.0,1007681929216.0,2
1287,174,3855,18,20,27,1598,60,4,34,23,268381.8,143775.2125,-0.44647613167762756,180744994816.0,1460494270464.0,2
1288,579,3695,296,33,1,223,1,0,20,3,374927.475,163989.375,-0.4150508642196655,1624447516672.0,192937508864.0,2
1289,63,3384,3,479,8,454,2,25,60,32,342256.3,178708.3375,-0.17344041168689728,42888966144.0,982240788480.0,2
1290,7514,3731,1447,33,2,3135,30,32,11,27,230137.875,80033.50625,-0.5957239866256714,8831043108864.0,514259943424.0,2
1291,60,3049,11,39,8,1534,64,31,51,91,271828.75,156401.8375,-0.081308513879776,122725105664.0,1086653988864.0,2
1292,64,3092,15,39,8,1594,95,96,60,100,168062.6125,143062.925,-0.1709529459476471,146090246144.0,1546663886848.0,2
1293,7225,3486,6,1136,61,1489,76,31,66,92,174392.9625,61145.70625,-0.6678391098976135,1342766841856.0,3731032637440.0,2
1294,6852,2857,1149,24,3,2565,92,24,44,95,161583.575,61209.6625,-0.6945057511329651,7169246232576.0,983248404480.0,2
1295,7367,3262,966,81,6,7967,100,65,52,81,122462.225,60739.675,-0.7103520035743713,6519002234880.0,1269788573696.0,2
1296,863,3698,15,72,7,4198,7,59,10,38,251216.25,121586.075,-0.5193104147911072,380174041088.0,726305996800.0,2
1297,215,3854,35,32,3,1593,36,11,60,33,286325.825,133439.8125,-0.42983734607696533,274739838976.0,581466980352.0,2
1298,969,3486,6,111,1,559,15,0,60,28,351054.7,136835.5125,-0.4945259690284729,219795849216.0,404962607104.0,2
1299,455,3100,17,81,5,1085,36,98,59,16,211467.5,172536.925,-0.28082507848739624,205827211264.0,1024727842816.0,2
1300,7843,3190,1116,245,3,6919,93,4,59,96,172061.075,56967.425,-0.6990644335746765,7331633430528.0,1130165174272.0,2
1301,7882,3870,41,110,1,1500,1,3,59,8,304803.0,84712.00625,-0.5473394989967346,1636738400256.0,292419403776.0,2
1302,489,3740,4,32,2,294,4,15,43,63,338771.3,137443.3875,-0.38568565249443054,116330250240.0,404141735936.0,2
1303,832,2945,3,1825,12,1226,91,47,91,79,185022.3875,110964.95,-0.4779202938079834,204919013376.0,2971878293504.0,2
1304,697,3685,1,1967,62,2017,88,99,20,83,126278.375,100312.5375,-0.6251130700111389,200033910784.0,4857425559552.0,2
1305,4056,3178,22,2000,38,1985,88,30,12,91,170638.9625,75434.3,-0.6878626942634583,891121172480.0,3811407036416.0,2
1306,3783,2473,18,0,6,4182,20,8,52,57,279234.325,92128.7,-0.47413045167922974,903264141312.0,553199075328.0,2
1307,6904,3246,825,80,1,7936,100,26,8,81,160263.6,66096.34375,-0.7099978923797607,5715353141248.0,990102159360.0,2
1308,7383,2813,1019,343,5,5089,91,98,82,94,107610.375,56774.7125,-0.6956108212471008,6688159039488.0,1535854903296.0,2
1309,1718,3448,31,62,2,5945,59,7,91,47,245918.525,95354.325,-0.6434140801429749,674663038976.0,726377693184.0,2
1310,207,3053,4,460,5,519,100,31,35,92,219826.15,152956.4,-0.2623046338558197,75447681024.0,1578095869952.0,2
1311,231,2944,11,14,2,2241,91,41,60,31,237185.75,171336.6125,-0.1586657613515854,178284150784.0,1008820551680.0,2
1312,312,3575,4,36,12,453,62,31,51,59,251104.75,147626.825,-0.38053882122039795,91318386688.0,1167136653312.0,2
1313,736,2956,117,123,15,3886,93,96,51,44,141310.3,132064.3875,-0.48488110303878784,868924129280.0,1730555936768.0,2
1314,3064,2883,16,226,73,1312,91,45,12,75,163805.8125,92005.575,-0.6914178133010864,663162781696.0,3490995765248.0,2
1315,6400,3950,793,80,3,7942,30,61,11,48,200853.25,77359.975,-0.5981985330581665,5463995842560.0,701898752000.0,2
1316,1854,2966,5,451,13,7645,22,20,44,18,274973.225,117507.6125,-0.5653020739555359,627233914880.0,1180697493504.0,2
1317,441,3977,14,1971,55,2001,91,44,11,83,173780.4625,101761.3875,-0.6403880715370178,221445783552.0,4450958704640.0,2
1318,568,3588,17,45,2,1796,36,96,60,47,191196.8125,122765.3,-0.45648112893104553,251435548672.0,920814419968.0,2
1319,770,2917,4,46,1,506,70,97,36,95,192633.975,145157.725,-0.2776302397251129,172980469760.0,1232156229632.0,2
1320,4643,3686,1751,33,1,3876,29,0,52,28,278304.075,87092.81875,-0.59555584192276,9914769473536.0,407815520256.0,2
1321,3267,3950,468,30,1,7388,3,2,91,27,316663.625,92079.04375,-0.5544432997703552,3234393489408.0,277422309376.0,2
1322,7160,3076,957,87,52,6380,99,38,75,96,142130.0125,56506.9875,-0.708646833896637,6378996367360.0,2693409538048.0,2
1323,1100,3697,13,290,58,1729,91,66,12,35,152619.775,114361.775,-0.6912926435470581,321121943552.0,3112453537792.0,2
1324,768,3560,11,38,10,258,96,24,28,3,207049.8375,156895.225,-0.5825334191322327,199425245184.0,1199274983424.0,2
1325,4063,3749,39,254,24,6905,93,48,10,48,150302.3375,83405.16875,-0.6985064744949341,1158861422592.0,1875969179648.0,2
1326,4124,3576,53,966,13,7653,92,39,69,92,156081.9,66154.2875,-0.6976974606513977,1268447182848.0,2185351397376.0,2
1327,7999,2529,35,479,5,5382,91,0,58,44,179365.125,67934.95,-0.667362630367279,1768001372160.0,1305140789248.0,2
1328,176,3056,11,240,6,570,96,31,35,99,226602.325,152720.6,-0.2406756430864334,107751677952.0,1406423793664.0,2
1329,723,3992,15,43,12,1542,29,2,19,55,291988.9,116377.3125,-0.575431227684021,258912026624.0,813099319296.0,2
1330,3793,3221,248,306,2,519,98,16,44,95,178383.6,75836.925,-0.70155268907547,1948978774016.0,1234219040768.0,2
1331,6603,3295,1,33,3,5852,11,7,39,16,276195.7,83883.875,-0.5625062584877014,1368050892800.0,359836876800.0,2
1332,255,3031,11,39,8,1594,64,31,28,32,266580.0,177814.325,-0.16454410552978516,158859526144.0,997270093824.0,2
1333,7612,3228,1359,63,2,63,80,60,21,26,153337.125,80268.50625,-0.6718900203704834,8285475307520.0,920111874048.0,2
1334,4514,3687,1866,33,3,2242,17,7,55,19,275040.575,90443.275,-0.5751625895500183,10421503262720.0,411724218368.0,2
1335,8156,2716,978,4,9,7053,67,37,92,95,177276.525,56214.88125,-0.6570566892623901,6684449701888.0,1067237572608.0,2
1336,5184,2234,8,208,21,2753,88,17,12,79,183540.175,81975.25,-0.5269210338592529,1043820118016.0,1653452832768.0,2
1337,1631,3962,46,1967,72,1825,88,28,11,83,182028.225,89691.6125,-0.6879039406776428,586020487168.0,4899203448832.0,2
1338,8172,3196,205,190,0,5997,93,89,75,89,120205.3375,57370.94375,-0.7005584239959717,2690952724480.0,1265090691072.0,2
1339,1556,2328,28,29,5,3608,2,8,43,15,339687.15,150636.95,-0.2835034132003784,545848328192.0,384138477568.0,2
1340,7177,2462,25,47,1,4560,26,0,75,26,278833.35,79467.55,-0.5150083899497986,1543721058304.0,408071766016.0,2
1341,4128,3770,33,1841,32,6526,99,60,11,12,136297.45,91868.45625,-0.7079890966415405,1125630738432.0,3532186189824.0,2
1342,6436,3695,34,33,6,17,7,0,84,28,291430.0,84089.7375,-0.5499345064163208,1295079178240.0,452977557504.0,2
1343,294,3742,23,19,0,2039,2,31,4,47,352441.7,139798.8,-0.3616805374622345,243322241024.0,357152030720.0,2
1344,162,3841,4,234,4,1593,31,4,32,56,298315.5,127755.575,-0.439453125,106793607168.0,745606348800.0,2
1345,7180,3321,1518,81,1,2023,0,99,4,56,196946.3,79330.55,-0.5466147661209106,9095852589056.0,605490184192.0,2
1346,4032,3089,44,30,1,1084,3,2,27,31,328638.55,105498.6875,-0.5437694191932678,966714982400.0,248175935488.0,2
1347,6815,3724,1246,47,0,7967,96,48,19,28,153934.2,76041.65625,-0.7048768997192383,7856512303104.0,924626321408.0,2
1348,8158,2691,126,462,35,6530,91,61,19,99,133784.1625,59333.9125,-0.6957322359085083,2303478988800.0,2467312435200.0,2
1349,7174,3074,969,401,3,7131,99,61,41,16,129073.7,75638.3875,-0.7086164355278015,6470269665280.0,1345194295296.0,2
1350,64,3831,28,16,4,1542,2,4,60,63,345054.625,133545.9625,-0.3042682707309723,210753290240.0,400091840512.0,2
1351,1017,3431,24,216,14,4589,97,31,16,3,181558.8375,128889.325,-0.6538379788398743,467326074880.0,1482180788224.0,2
1352,7642,3691,1576,33,1,3291,30,31,52,28,235941.075,76767.70625,-0.5962705016136169,9519497216000.0,506176339968.0,2
1353,3623,3210,41,16,46,1918,88,29,8,93,175856.525,80574.3125,-0.6798425316810608,910580449280.0,2364321824768.0,2
1354,1196,3175,18,193,15,5946,40,3,24,52,275246.75,113668.225,-0.5358832478523254,517269749760.0,1108562935808.0,2
1355,7448,3987,69,108,31,3873,99,30,48,51,148698.0125,67157.19375,-0.7063695192337036,1791114739712.0,1952316260352.0,2
1356,8128,3350,102,197,8,1082,94,16,11,44,166074.675,73738.5125,-0.6952231526374817,1976633786368.0,1198586855424.0,2
1357,703,3982,61,431,6,6150,97,66,11,51,145568.375,108277.725,-0.6979150772094727,659050201088.0,1587215073280.0,2
1358,4063,3942,59,254,24,6662,94,95,99,11,113891.675,83241.1125,-0.7007436156272888,1252396761088.0,2013199073280.0,2
1359,8159,3454,802,58,6,6159,68,100,92,56,128266.775,63369.36875,-0.6591013073921204,5751239606272.0,1146368688128.0,2
1360,7155,2168,1946,46,1,4335,70,96,59,56,139854.125,77394.85625,-0.4879114329814911,11367203471360.0,989644718080.0,2
1361,4095,3909,44,1794,0,1791,99,40,4,15,168278.65,94532.98125,-0.70598304271698,1003473469440.0,2424479154176.0,2
1362,8002,3993,1850,46,0,2243,47,4,59,20,248216.2,76097.1375,-0.6234237551689148,10946812575744.0,500435681280.0,2
1363,7501,3710,1759,65,1,6367,38,0,99,3,256844.55,77233.15625,-0.61140376329422,10544123740160.0,477127507968.0,2
1364,464,3783,28,30,11,477,2,22,35,16,323244.0,157897.825,-0.39494869112968445,241534058496.0,646505299968.0,2
1365,7360,3613,1,424,63,4065,95,99,21,44,104926.2875,71133.38125,-0.7005009651184082,1434640187392.0,3399308279808.0,2
1366,7683,3736,92,32,24,41,68,2,60,92,208112.6,63736.43125,-0.6484469771385193,1809992122368.0,1464534695936.0,2
1367,695,3706,8,1967,58,7137,91,98,44,81,123205.0875,95430.9,-0.6441249847412109,422303367168.0,4740154916864.0,2
1368,7386,2627,710,1113,20,6934,91,3,74,96,176263.825,57002.875,-0.6914063692092896,5173906767872.0,2416025010176.0,2
1369,963,3154,32,209,1,1984,34,28,60,99,278136.8,99313.1375,-0.4643758535385132,403855409152.0,817217142784.0,2
1370,314,2458,2,1,0,502,2,19,27,47,503675.1,263000.725,0.42788466811180115,83214082048.0,309462237184.0,2
1371,1235,3455,34,967,55,7053,89,32,91,98,179504.5875,77773.58125,-0.682624876499176,646362234880.0,3552496844800.0,2
1372,7790,3455,1967,79,4,5360,5,99,72,82,185893.9625,64754.5125,-0.5585052371025085,11622655459328.0,774804865024.0,2
1373,57,3089,8,48,13,1988,63,28,32,35,273328.05,177975.175,-0.14554300904273987,123404779520.0,1157631311872.0,2
1374,7628,2563,7,420,60,7197,93,93,50,38,111155.6375,70231.85,-0.6805277466773987,1626268893184.0,3274710974464.0,2
1375,3964,3215,60,3,15,7452,59,10,92,98,220437.525,66260.4,-0.639443039894104,1269102280704.0,1154546401280.0,2
1376,1984,3447,57,1999,15,6521,92,60,52,52,150293.525,93588.98125,-0.6974855661392212,875100766208.0,3184236953600.0,2
1377,167,3456,16,6,8,454,95,28,23,15,239407.55,195980.575,-0.24233950674533844,127553290240.0,1146326614016.0,2
1378,1228,3448,62,1599,55,6781,89,63,84,93,152495.35,80790.58125,-0.6804745197296143,778581049344.0,4200367915008.0,2
1379,547,2918,11,34,13,533,93,30,53,92,233807.8,152249.15,-0.19486252963542938,170985570304.0,1436918611968.0,2
1380,7148,3959,485,195,71,1258,93,97,69,54,108652.625,68060.8375,-0.6944473385810852,3773415817216.0,3477739143168.0,2
1381,38,3614,30,0,4,1817,33,19,67,13,302520.475,162469.175,-0.26402154564857483,226499182592.0,579639705600.0,2
1382,255,3334,2,9,12,2023,64,27,2,19,259884.425,170918.45,-0.2837187349796295,128429441024.0,1054217928704.0,2
1383,966,3092,44,33,1,3116,0,3,20,32,367435.925,139141.25,-0.3629933297634125,507112980480.0,237735837696.0,2
1384,7643,3995,189,704,21,5996,98,97,72,3,104543.325,73898.875,-0.7063930034637451,2516907458560.0,2271891685376.0,2
1385,3780,3689,506,0,1,6972,3,6,36,24,311248.525,96687.93125,-0.55201655626297,3503080865792.0,231192477696.0,2
1386,294,3841,8,18,2,1060,3,4,35,40,353790.55,145429.7125,-0.36079204082489014,130808299520.0,301092143104.0,2
1387,989,3427,65,62,43,5757,88,63,35,98,157006.6625,89664.275,-0.6305390000343323,714980524032.0,2476995510272.0,2
1388,3879,3215,33,35,7,7616,68,10,44,99,210572.85,70765.4875,-0.6556079983711243,1122047885312.0,957988995072.0,2
1389,604,3695,218,33,2,5919,63,0,8,32,261604.05,126133.1375,-0.5615175366401672,1437229252608.0,644624023552.0,2
1390,7742,3647,81,105,30,142,91,80,31,41,124130.2375,75182.66875,-0.6891379356384277,1767627554816.0,1997140918272.0,2
1391,570,3566,9,1103,61,488,63,36,93,88,220733.4,101053.91875,-0.5146543383598328,163107815424.0,3740213706752.0,2
1392,56,3527,5,452,15,454,2,23,67,35,338156.75,168086.05,-0.23847715556621552,51910406144.0,1188431396864.0,2
1393,8064,3185,507,1799,8,1529,96,96,32,95,104806.475,60451.4625,-0.6994322538375854,4055399137280.0,2887284162560.0,2
1394,6399,3953,1250,48,3,6392,63,36,4,8,188804.425,84332.54375,-0.6503251791000366,7747119087616.0,735605686272.0,2
1395,193,3815,3,15,8,567,18,25,35,39,309363.65,158853.4,-0.3325106203556061,69641592832.0,680076378112.0,2
1396,838,3171,5,48,38,2017,88,95,19,44,141803.3125,129555.7875,-0.5003293752670288,245059223552.0,2371266019328.0,2
1397,962,3998,30,1857,48,1819,87,59,36,43,161400.95,106561.6,-0.6867752075195312,387422093312.0,4103282360320.0,2
1398,6497,3715,1122,79,0,6115,95,40,11,19,163149.8,79763.75,-0.7027653455734253,7098712719360.0,907870273536.0,2
1399,1220,3461,1,1616,56,1150,88,99,84,83,123227.35,87494.48125,-0.6736839413642883,259449618432.0,4366798159872.0,2
1400,695,3706,14,1968,59,1054,91,93,43,80,129492.5875,99772.14375,-0.6307775378227234,231115522048.0,4765066461184.0,2
1401,3548,3721,217,209,3,5121,17,0,9,12,287816.75,102444.58125,-0.5764613747596741,1915490009088.0,508769730560.0,2
1402,7623,3347,1964,38,1,3101,31,4,23,32,261861.1,78575.575,-0.5975677967071533,11495815512064.0,422254477312.0,2
1403,7646,3704,1562,63,1,575,46,24,35,3,227816.15,85461.35625,-0.618423342704773,9349432868864.0,563986563072.0,2
1404,7485,3974,491,57,1,804,97,31,59,4,163751.7125,80178.2125,-0.6998640298843384,3846239158272.0,894625775616.0,2
1405,8111,3087,11,128,15,3922,96,30,91,2,153336.15,73099.9625,-0.7020477056503296,1611357356032.0,1395381633024.0,2
1406,323,3711,30,57,11,2553,64,31,22,3,231792.85,146102.3625,-0.4926201105117798,302961262592.0,1056507494400.0,2
1407,816,3705,2,1999,55,975,27,98,43,40,187636.6,119368.775,-0.5433963537216187,187857289216.0,4261577752576.0,2
1408,237,3353,2,48,8,535,4,96,36,57,253995.625,175823.775,-0.12578314542770386,71013752832.0,951446011904.0,2
1409,4115,3187,54,94,57,6626,90,30,51,84,166866.525,71432.1,-0.6942747831344604,1234535710720.0,2791051362304.0,2
1410,6380,3214,1234,79,0,6289,64,39,52,5,199956.85,82563.29375,-0.6538888812065125,7658133258240.0,723488342016.0,2
1411,7424,3185,893,68,0,3854,33,31,4,23,240982.55,81818.4375,-0.6028403639793396,6005123448832.0,498343870464.0,2
1412,7091,3168,1826,38,5,6371,6,25,10,96,260037.325,68087.4125,-0.559902548789978,10815935610880.0,542557896704.0,2
1413,6857,3717,14,1968,58,993,91,38,84,95,152652.175,58926.5125,-0.6912440061569214,1301571174400.0,4472128405504.0,2
1414,7489,3680,1574,62,1,7200,46,24,37,4,225415.15,81416.375,-0.6237679123878479,9625219891200.0,563385073664.0,2
1415,7774,3695,1060,33,1,223,0,3,16,31,304130.525,84602.5375,-0.5440933704376221,6788633067520.0,226804793344.0,2
1416,314,2148,1,126,7,1994,36,99,4,16,252632.15,230548.725,0.07270564138889313,132522246144.0,1113179553792.0,2
1417,7876,3995,125,711,11,5755,97,97,10,3,105635.4375,78220.69375,-0.7042709589004517,2220996427776.0,1919896911872.0,2
1418,7806,3190,6,1919,55,1025,95,31,11,80,153106.925,66322.60625,-0.6970783472061157,1426980732928.0,4287644303360.0,2
1419,4512,3743,1373,62,2,4070,22,31,9,4,249581.35,97821.9625,-0.5839885473251343,7963682013184.0,468255211520.0,2
1420,8463,3951,254,72,15,7417,6,5,59,78,276782.25,65041.0875,-0.5603254437446594,3044291379200.0,834352381952.0,2
1421,95,3838,35,58,4,1542,59,27,35,63,243955.05,128544.925,-0.4466816782951355,251989786624.0,870604079104.0,2
1422,192,3055,11,24,8,1597,64,31,60,100,264962.075,142641.3875,-0.12200141698122025,148001914880.0,1086819598336.0,2
1423,681,3470,17,79,55,1137,90,35,7,98,191939.8,109074.0,-0.5526320934295654,247066263552.0,2809178095616.0,2
1424,1511,3705,29,988,2,3065,25,8,59,80,283701.15,90665.25625,-0.5889881253242493,523326062592.0,1349174427648.0,2
1425,62,3816,20,48,2,1543,1,4,63,63,356062.1,133677.15,-0.31990835070610046,169481601024.0,359145897984.0,2
1426,6903,3234,206,1856,60,7197,90,89,68,94,115400.9625,58413.6,-0.6944147944450378,2518940385280.0,4564017217536.0,2
